Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
09555,1,Rehab+,45.5917,-122.54778,DS4,Seismically Vulnerable,064,East Portland Freeway,26.32,22,"Columbia River N Channel, Hwy 64 (Glenn Jackson)",I-205 (HWY 064),COLUMBIA RIVER NO CHANN,14.00,1982,7433.91,R1,6 P/S Conc Continuous,05 Multiple Box Beam
09460,3,Rehab+,44.06005,-123.17361,DS4,Seismically Vulnerable,069,Beltline Hwy,3.92,05,"SCS Canal & UPRR, Hwy 69",HWY 69,UPRR,9.95,1967,295.12,R3,5 Prestressed Concrete,02 Stringer/Girder
02732,3,Reconstruct,45.35968,-122.60639,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,12.22,22,"SE Water St Partial Viaduct, Hwy1E (McLoughlin Bd)",OR 99E(HWY 001E),PARTIAL VIADUCT,4.70,1940,336.00,R1,2 Concrete Continuous,02 Stringer/Girder
02374,5,Reconstruct,45.35919,-122.6075,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,12.29,22,"SE Water Street Viaduct, Hwy 1E (McLoughlin Blvd)",OR 99E(HWY 001E),WILLAMETTE RIVER,4.70,1940,371.67,R1,2 Concrete Continuous,02 Stringer/Girder
07164,3,Reconstruct,45.34499,-122.62861,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,13.86,22,"Partial Viaduct, Hwy 1E SB",OR 99E(HWY001E) SB,HILLSIDE,4.70,1949,396.00,R1,2 Concrete Continuous,02 Stringer/Girder
00580,3,Reconstruct,45.29787,-122.65833,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,17.87,22,"Beaver Creek (Parrot Creek), Hwy 1E",OR 99E(HWY 001E),Beaver CK,4.26,1929,292.00,R1,2 Concrete Continuous,02 Stringer/Girder
02061,3,Reconstruct,45.25537,-122.70778,DS4,Seismically Vulnerable,081,Pacific Hwy East,22.03,22,"Molalla River, Hwy 1E NB",HWY 1E NB,MOLALLA RIVER,4.70,1936,599.79,R2,3 Steel,09 Truss-Deck
02061A,3,Rehab+,45.25548,-122.70778,DS4,Seismically Vulnerable,081,Pacific Hwy East,22.03,22,"Molalla River, Hwy 1E SB",HWY 1E SB,MOLALLA RIVER,4.70,1963,589.39,R2,5 Prestressed Concrete,02 Stringer/Girder
02743,5,Reconstruct,45.23368,-122.74944,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,24.67,03,"Pudding River, Hwy 1E",OR 99E (HWY 1E),PUDDING RIVER,4.70,1922,710.69,R2,3 Steel,12 Arch-Thru
01830,3,Reconstruct,45.2329,-122.75278,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,24.81,03,"Pudding River Relief Channel, Hwy 1E",OR 99E (HWY 1E),PUDDING R RELIEF CHANN,4.70,1922,75.00,R2,2 Concrete Continuous,04 Tee Beam
07657,3,Retrofit,45.2039,-122.77917,DS2,Potentially Seismically Vulnerable,081,Pacific Hwy East,27.26,03,Hwy 1E over Hwy 51 (White School),HWY 1E SB,HWY 51,3.24,1954,157.00,R2,2 Concrete Continuous,04 Tee Beam
09519,2,Retrofit,45.43517,-122.76167,DS4,Seismically Vulnerable,091,Pacific Hwy West,8.65,22,Hwy 1W over Hwy 144,OR 99W (HWY 001W),OR 217 (HWY 144),0.00,1967,216.00,R1,5 Prestressed Concrete,02 Stringer/Girder
02532,2,Reconstruct,45.43128,-122.77167,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,9.21,22,Hwy 1W over PNWR (Tigard),HWY 1W,PNWR,1.00,1940,343.00,R1,2 Concrete Continuous,02 Stringer/Girder
02533,2,Reconstruct,45.42977,-122.77417,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,9.37,22,"Fanno Creek, Hwy 1W",HWY 1W,FANNO CREEK,1.00,1940,124.00,R1,2 Concrete Continuous,02 Stringer/Girder
01417N,2,Rehab+,45.39413,-122.79889,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,12.18,22,"Tualatin River, Hwy 1W NB",OR 99W(HWY 001W)NB,TUALATIN RIVER,0.00,1955,463.16,R1,2 Concrete Continuous,03 Girder-Floorbeam
01417S,2,Reconstruct,45.39404,-122.79917,DS3,Seismically Vulnerable,091,Pacific Hwy West,12.2,22,"Tualatin River, Hwy 1W SB",HWY 1W SB,TUALATIN RIVER,0.00,1929,513.32,R1,3 Steel,09 Truss-Deck
01578,2,Reconstruct,45.38185,-122.82667,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,13.82,22,"Rock Creek, OR 99W SB (Onion Flat)",OR 99W(HWY 001W)SB,ROCK CREEK (ONION FLAT),3.00,1931,120.00,R1,2 Concrete Continuous,02 Stringer/Girder
01578A,2,Retrofit,45.38159,-122.82667,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,13.83,22,"Rock Creek, OR 99W NB (Onion Flat)",OR 99W(HWY 001W)NB,ROCK CREEK (ONION FLAT),3.00,1955,120.00,R1,2 Concrete Continuous,02 Stringer/Girder
02054A,2,Retrofit,45.29762,-122.9875,DS4,Seismically Vulnerable,091,Pacific Hwy West,24.29,03,"Chehalem Creek, Hwy 1W",OR 99W (HWY 1W),CHEHALEM CREEK,9.00,1975,818.99,R2,6 P/S Conc Continuous,02 Stringer/Girder
08208,3,Rehab+,45.14947,-123.19722,DS5,Seismically Vulnerable,091,Pacific Hwy West,42.18,03,Hwy 1W over Whiteson Dip,OR 99W (HWY 1W),WHITESON DIP,1.00,1956,275.00,R2,1 Concrete,02 Stringer/Girder
00416A,3,Reconstruct,45.11268,-123.20667,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,44.89,03,"Ash Swale, Hwy 1W at MP 44.89 (Amity)",OR 99W (HWY 1W),ASH SWALE,16.35,1922,300.00,R2,2 Concrete Continuous,02 Stringer/Girder
00372A,3,Reconstruct,45.07801,-123.20944,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,47.29,03,"Ash Swale, Hwy 1W at MP 47.29",OR 99W (HWY 1W),ASH SWALE,16.35,1922,92.00,R2,2 Concrete Continuous,02 Stringer/Girder
00827A,3,Reconstruct,44.95075,-123.22833,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,56.33,03,"Baskett Slough, Hwy 1W",OR 99W (HWY 1W),BASKETT SLOUGH,16.35,1923,41.25,R2,2 Concrete Continuous,02 Stringer/Girder
00492A,3,Retrofit,44.92812,-123.22833,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,57.89,03,"Rickreall Creek, Hwy 1W",OR 99W (HWY 1W),RICKREALL CREEK,6.95,1960,182.00,R2,2 Concrete Continuous,02 Stringer/Girder
07615,3,Retrofit,44.86902,-123.22889,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,62.01,03,"North Fork Ash Creek, Hwy 1W",OR 99W (HWY 1W),N FORK ASH CREEK,5.00,1954,51.00,R2,2 Concrete Continuous,01 Slab
07616,3,Retrofit,44.85646,-123.22917,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,62.87,03,"Middle Fork Ash Creek, Hwy 1W",OR 99W (HWY 1W),MIDDLE FK ASH CREEK,2.20,1954,75.00,R2,2 Concrete Continuous,02 Stringer/Girder
06662,3,Retrofit,44.83457,-123.22917,DS5,Seismically Vulnerable,091,Pacific Hwy West,64.38,04,"South Fork Ash Creek, Hwy 1W",OR 99W (HWY 1W),S FORK ASH CREEK,18.30,1957,69.00,R2,1 Concrete,22 Channel Beam
06653A,3,Rehab+,44.78037,-123.22917,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,68.13,04,"Luckiamute River, Hwy 1W",OR 99W (HWY 1W),LUCKIAMUTE RIVER,18.10,1954,302.00,R2,2 Concrete Continuous,02 Stringer/Girder
06654A,3,Rehab+,44.77588,-123.22889,DS5,Seismically Vulnerable,091,Pacific Hwy West,68.46,04,"Luckiamute River Overflow, Hwy 1W",OR 99W (HWY 1W),LUCKIAMUTE RIVER OFLOW,8.00,1958,308.00,R2,2 Concrete Continuous,02 Stringer/Girder
00420A,3,Reconstruct,44.61406,-123.24444,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,79.97,04,"Jackson Creek, Hwy 1W",OR 99W (HWY 1W),JACKSON CREEK,18.10,1919,28.00,R2,2 Concrete Continuous,01 Slab
07321,3,Rehab+,44.57749,-123.25778,DS3,Seismically Vulnerable,091,Pacific Hwy West,82.61,04,Hwy 1W over WPRR at MP 82.61,OR 99W (HWY 1W),WPRR,5.00,1954,250.50,R2,2 Concrete Continuous,04 Tee Beam
16001,3,Retrofit,44.573,-123.25694,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,82.9,04,"Dixon Creek, Hwy 1W NB",OR 99W (HWY 1W) NB,DIXON CREEK,1.00,1942,21.00,R2,2 Concrete Continuous,19 Culvert
16002,3,Retrofit,44.5729,-123.25778,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,82.94,04,"Dixon Creek, Hwy 1W SB",OR 99W (HWY 1W) SB,DIXON CREEK,1.00,1942,21.00,R2,2 Concrete Continuous,19 Culvert
00706,3,Reconstruct,44.55658,-123.26444,DS5,Seismically Vulnerable,091,Pacific Hwy West,84.14,04,"Marys River, Hwy 1W NB",OR 99W (HWY 1W) NB,MARYS RIVER,4.41,1933,307.80,R2,3 Steel,10 Truss-Thru
07019,3,Reconstruct,44.55584,-123.26556,DS3,Seismically Vulnerable,091,Pacific Hwy West,84.21,04,"Marys River, Hwy 1W SB",OR 99W (HWY 1W) SB,MARYS RIVER,4.41,1949,406.00,R2,2 Concrete Continuous,04 Tee Beam
16875,3,Rehab+,44.55675,-123.26389,DS3,Seismically Vulnerable,091,Pacific Hwy West,84.45,04,"Marys River, Hwy 1W NB Conn to Hwy 33 EB",OR 99W (HWY 1W) CO,MARY'S RIVER,1.00,1991,707.19,R2,5 Prestressed Concrete,02 Stringer/Girder
01587A,3,Retrofit,44.31307,-123.29583,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,101.16,04,"Long Tom River, Hwy 1W",OR 99W (HWY 1W),LONG TOM RIVER,4.41,1954,230.00,R2,2 Concrete Continuous,04 Tee Beam
00394,3,Reconstruct,44.29155,-123.25639,DS5,Seismically Vulnerable,091,Pacific Hwy West,103.68,04,"Lake Slough, Hwy 1W",OR 99W (HWY 1W),LAKE SLOUGH,2.59,1919,41.25,R2,2 Concrete Continuous,04 Tee Beam
00432,3,Reconstruct,44.2701,-123.23472,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,105.58,04,"Crow Creek, Hwy 1W",OR 99W (HWY 1W),CROW CREEK,4.41,1921,41.25,R2,2 Concrete Continuous,04 Tee Beam
01805B,3,Reconstruct,44.24775,-123.22028,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,107.3,04,"Flat Creek, Hwy 1W at MP 107.30",OR 99W (HWY 1W),FLAT CREEK,2.59,1933,95.00,R2,7 Wood or Timber,02 Stringer/Girder
01805C,3,Reconstruct,44.2376,-123.21167,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,108.11,04,"Creek, Hwy 1W at MP 108.11",OR 99 (HWY 1W),CREEK,1.00,1933,38.00,R2,7 Wood or Timber,02 Stringer/Girder
01805E,3,Reconstruct,44.23384,-123.20861,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,108.4,04,"Creek, Hwy 1W at MP 108.41",OR 99W (HWY 1W),CREEK,1.00,1933,38.00,R2,7 Wood or Timber,02 Stringer/Girder
03945,3,Reconstruct,44.22741,-123.205,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,108.9,05,"Flat Creek, Hwy 1W at MP 108.90",OR 99W (HWY 1W),FLAT CREEK,17.65,1947,156.00,R2,2 Concrete Continuous,01 Slab
02138,3,Reconstruct,44.0604,-123.13361,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,121.42,05,Hwy 1W over CBRL Coos Bay Branch,OR 99W (HWY 1W),CBRL,14.00,1937,199.00,R2,2 Concrete Continuous,04 Tee Beam
06837,3,Retrofit,44.0428,-123.05167,DS2,Potentially Seismically Vulnerable,091,Pacific Hwy West,125.99,05,Hwy 1W over Riverview Street,OR 99W (HWY 1W),RIVERVIEW STREET,10.00,1951,94.00,R2,2 Concrete Continuous,04 Tee Beam
09268B,2,Rehab+,45.53443,-122.68861,DS3,Seismically Vulnerable,092,Lower Columbia River Hwy,1.24,22,Hwy 2W EB Conn to Hwy 61 SB,HWY 2W EB,HWY 2W EB TO HWY 61 SB,2.55,1972,2205.97,R1,4 Steel Continuous,05 Multiple Box Beam
09268A,2,Rehab+,45.5342,-122.68806,DS3,Seismically Vulnerable,092,Lower Columbia River Hwy,1.26,22,NB Hwy 61 Conn to Hwy 2W WB,HWY 2W WB,HWY 61 NB TO HWY 2W WB,2.55,1972,2311.97,R1,4 Steel Continuous,05 Multiple Box Beam
09268E,2,Rehab+,45.53519,-122.69083,DS3,Seismically Vulnerable,092,Lower Columbia River Hwy,1.46,22,Hwy 2W EB Conn to Hwy 61 NB,CONN TO HWY 61 NB,FREEMONT ON RAMP,2.55,1973,637.71,R1,4 Steel Continuous,06 Single/Spread Box
01740,2,Retrofit,45.6514,-122.85111,DS2,Potentially Seismically Vulnerable,092,Lower Columbia River Hwy,13.19,22,"McCarty Creek, Hwy 2W",HWY 2W  US30,MCCARTY CREEK,7.00,1968,130.00,R1,2 Concrete Continuous,01 Slab
02670A,2,Retrofit,45.76585,-122.87861,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,21.48,01,"South Fork Scappoose River, Hwy 2W",US 30 (HWY 02W),S FORK SCAPPOOSE,2.00,1980,132.00,R1,5 Prestressed Concrete,01 Slab
00338A,2,Retrofit,45.96025,-122.86778,DS2,Potentially Seismically Vulnerable,092,Lower Columbia River Hwy,36.47,01,"Tide Creek, Hwy 2W",HWY 2W,TIDE CREEK,15.00,1958,222.00,R1,2 Concrete Continuous,02 Stringer/Girder
00191A,2,Rehab+,46.01976,-122.87694,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,40.74,01,"Goble Creek, Hwy 2W",HWY 2W,GOBLE CREEK,5.40,1960,120.00,R1,1 Concrete,02 Stringer/Girder
00146A,2,Retrofit,46.09891,-123.05778,DS4,Seismically Vulnerable,092,Lower Columbia River Hwy,53.05,01,"Beaver Creek, Hwy 2W",HWY 2W,BEAVER CREEK,10.00,1968,110.00,R1,5 Prestressed Concrete,01 Slab
07722,2,Retrofit,46.09537,-123.08056,DS2,Potentially Seismically Vulnerable,092,Lower Columbia River Hwy,55.29,01,"Lost Creek, Hwy 2W",HWY 2W,LOST CREEK,1.00,1953,50.00,R1,2 Concrete Continuous,02 Stringer/Girder
07715,2,Rehab+,46.10208,-123.19111,DS3,Seismically Vulnerable,092,Lower Columbia River Hwy,60.82,01,Hwy 2W over Swedetown County Rd,HWY 2W,SWEDETOWN COUNTY R,9.00,1954,130.00,R1,2 Concrete Continuous,02 Stringer/Girder
07519,2,Rehab+,46.10212,-123.19917,DS2,Potentially Seismically Vulnerable,092,Lower Columbia River Hwy,61.21,01,"Clatskanie River, Hwy 2W",HWY 2W,CLATSKANIE RIVER,0.00,1954,130.00,R1,2 Concrete Continuous,02 Stringer/Girder
00185A,2,Retrofit,46.13246,-123.37667,DS4,Seismically Vulnerable,092,Lower Columbia River Hwy,70.71,01,"Plympton Creek, Hwy 2W",US 30 (HWY 2W),PLYMPTON CREEK,19.75,1958,69.00,R2,2 Concrete Continuous,01 Slab
09598,2,Rehab+,46.15026,-123.40889,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,72.75,01,Hwy 2W Conn over Hwy 2W (Wauna Intchg),HWY 2W CONN,US 30 (HWY 2W),2.87,1967,189.00,R2,5 Prestressed Concrete,02 Stringer/Girder
00921,2,Reconstruct,46.16951,-123.48667,DS2,Potentially Seismically Vulnerable,092,Lower Columbia River Hwy,77.25,01,"Gnat Creek, Hwy 2W",US 30 (HWY 2W),GNAT CREEK,19.75,1929,165.00,R2,2 Concrete Continuous,02 Stringer/Girder
07417,2,Retrofit,46.16752,-123.59222,DS3,Seismically Vulnerable,092,Lower Columbia River Hwy,82.52,01,"Big Creek, Hwy 2W",US 30 (HWY 2W),BIG CREEK,19.75,1951,156.00,R2,2 Concrete Continuous,02 Stringer/Girder
09546,2,Retrofit,46.16429,-123.64722,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,85.27,01,"Ferris Creek, Hwy 2W",US 30 (HWY 2W),FERRIS CREEK,17.40,1967,1116.29,R2,6 P/S Conc Continuous,02 Stringer/Girder
09544,2,Retrofit,46.16841,-123.66806,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,86.21,01,"Bear Creek, Hwy 2W",US 30 (HWY 2W),BEAR CREEK,17.40,1967,150.00,R2,5 Prestressed Concrete,01 Slab
09543,2,Retrofit,46.16915,-123.67167,DS5,Seismically Vulnerable,092,Lower Columbia River Hwy,86.43,01,"Marys Creek, Hwy 2W",US 30 (HWY 2W),MARYS CREEK,1.00,1967,623.99,R2,6 P/S Conc Continuous,02 Stringer/Girder
01827B,2,Rehab+,46.16756,-123.75333,DS4,Seismically Vulnerable,092,Lower Columbia River Hwy,92.5,01,"John Day River, Hwy 2W",US 30 (HWY 2W),JOHN DAY RIVER,21.78,1990,1104.99,R2,5 Prestressed Concrete,02 Stringer/Girder
08155,4,Rehab+,45.27314,-122.94389,DS4,Seismically Vulnerable,140,Hillsboro-Silverton Hwy,23.08,03,"Hess Creek, Hwy 140",HWY 140 (OR 219),HESS CREEK,9.00,1958,225.00,R2,1 Concrete,02 Stringer/Girder
08156,4,Rehab+,45.26756,-122.94333,DS3,Seismically Vulnerable,140,Hillsboro-Silverton Hwy,23.46,03,"Willamette River, Hwy 140",HWY 140 (OR 219),WILLAMETTE RIVER,10.00,1958,1090.49,R2,4 Steel Continuous,03 Girder-Floorbeam
08157,4,Rehab+,45.26469,-122.94278,DS4,Seismically Vulnerable,140,Hillsboro-Silverton Hwy,23.66,03,"Willamette River Oflow, Hwy 140 at MP 23.66",HWY 140 (OR 219),WILLAMETTE RIVER OFLOW,10.00,1958,150.00,R2,1 Concrete,02 Stringer/Girder
08158,4,Rehab+,45.26145,-122.9425,DS4,Seismically Vulnerable,140,Hillsboro-Silverton Hwy,23.89,03,"Willamette River Oflow, Hwy 140 at MP 23.89",HWY 140 (OR 219),WILLAMETTE RIVER OFLOW,8.00,1958,424.99,R2,1 Concrete,02 Stringer/Girder
02281,4,Rehab+,45.20877,-122.96833,DS2,Potentially Seismically Vulnerable,140,Hillsboro-Silverton Hwy,28.55,03,"Mission Creek, Hwy 140",HWY 140 (OR 219),MISSION CREEK,4.25,1958,36.00,R2,1 Concrete,22 Channel Beam
02283,4,Retrofit,45.16553,-122.94361,DS2,Potentially Seismically Vulnerable,140,Hillsboro-Silverton Hwy,33.19,03,"West Champoeg Creek, Hwy 140",HWY 140 (OR 219),W CHAMPOEG CREEK,4.25,1958,57.00,R2,1 Concrete,22 Channel Beam
02284,4,Rehab+,45.16554,-122.9325,DS2,Potentially Seismically Vulnerable,140,Hillsboro-Silverton Hwy,33.71,03,"East Champoeg Creek, Hwy 140",HWY 140 (OR 219),E CHAMPOEG CREEK,4.25,1959,63.00,R2,1 Concrete,22 Channel Beam
07802A,3,Rehab+,45.15106,-122.88056,DS2,Potentially Seismically Vulnerable,140,Hillsboro-Silverton Hwy,36.8,03,Hwy 140 over Hwy 1 (Woodburn Intchg),OR 214 (HWY 140),I-5 (HWY 1),4.47,1975,366.00,R2,6 P/S Conc Continuous,02 Stringer/Girder
09607,4,Retrofit,45.50709,-122.77944,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,0.11,22,Hwy 47 Conn #2 (Parkway) over Hwy 144,CONN 2 (PARKWAY)CO,HWY 144,38.70,1971,260.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09611,4,Retrofit,45.49074,-122.79194,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,1.47,22,Hwy 144 over Hwy 29 (SW Canyon Rd),OR 217 (HWY 144),HWY 29  TV HWY,38.70,1971,188.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09612,4,Retrofit,45.48656,-122.79278,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,1.76,22,Hwy 144 over Hwy 40,OR 217 (HWY 144),HWY 40  ORE 10,1.00,1971,173.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09045,4,Retrofit,45.48199,-122.7925,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,2.07,22,Hwy 144 over PNWR & 5th St,OR 217 (HWY 144),PNWR,2.00,1968,339.00,R1,5 Prestressed Concrete,02 Stringer/Girder
09457,4,Retrofit,45.47274,-122.78639,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,2.85,22,"Fanno Creek, Hwy 144",OR 217 (HWY 144),FANNO CREEK,2.00,1968,125.00,R1,2 Concrete Continuous,01 Slab
16143,4,Retrofit,45.46939,-122.78639,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,3.02,22,SW Denny Rd & Ramps over Hwy 144,DENNY RD & RAMP,HWY 144,1.31,1978,766.99,R1,2 Concrete Continuous,05 Multiple Box Beam
13574,4,Rehab+,45.44364,-122.77722,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,4.95,22,SW Greenburg Road over Hwy 144,GREENBURG ROAD,HWY 144,0.00,1973,211.00,R1,6 P/S Conc Continuous,02 Stringer/Girder
0M080,4,Retrofit,45.44221,-122.77417,DS2,Potentially Seismically Vulnerable,144,Beaverton-Tigard Hwy,5.11,22,"Ashbrook Creek, Hwy 144",OR 217 (HWY 144),ASHBROOK CREEK,3.00,1970,24.00,R1,2 Concrete Continuous,19 Culvert
09569,4,Retrofit,45.42097,-122.74389,DS4,Seismically Vulnerable,144,Beaverton-Tigard Hwy,7.22,22,Hwy 144 over Hwy 1 & Conn,OR 217 (HWY 144),I-5 (HWY 001),2.00,1966,299.00,R1,4 Steel Continuous,02 Stringer/Girder
07770,3,Rehab+,44.91272,-122.97944,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,1.91,03,Lancaster Drive SE over Hwy 162,LANCASTER DRIVE,OR 22 (HWY 162) ,1.25,1960,197.00,R2,2 Concrete Continuous,05 Multiple Box Beam
08071,3,Retrofit,44.89953,-122.94056,DS3,Seismically Vulnerable,162,North Santiam Hwy,4.03,03,Hwy 162 over Deer Park Drive SE,OR 22 (HWY 162),DEER PARK DRIVE SE,30.50,1960,121.90,R2,5 Prestressed Concrete,02 Stringer/Girder
08073,3,Retrofit,44.88521,-122.92,DS4,Seismically Vulnerable,162,North Santiam Hwy,5.44,03,Hwy 162 over Joseph St SE,OR 22 (HWY 162),JOSEPH STREET,0.00,1960,147.00,R2,5 Prestressed Concrete,02 Stringer/Girder
08471,3,Rehab+,44.8726,-122.9025,DS3,Seismically Vulnerable,162,North Santiam Hwy,6.67,03,Hwy 162 EB over Hwy 163,OR 22 (HWY 162) EB,OR 214 (HWY 163),0.03,1960,141.00,R2,5 Prestressed Concrete,02 Stringer/Girder
08076,3,Retrofit,44.85301,-122.86694,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,8.88,03,"Beaver Creek, Hwy 162 EB at MP E8.88",OR 22 (HWY 162) EB,BEAVER CREEK,18.73,1960,127.00,R2,2 Concrete Continuous,04 Tee Beam
07347,3,Retrofit,44.79045,-122.60083,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,23.28,03,"Little North Fork Santiam River, Hwy 162",OR 22 (HWY 162),LITTLE N FK SANTIAM R.,46.65,1952,387.50,R2,1 Concrete,11 Arch-Deck
07964,3,Reconstruct,44.74808,-122.27833,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,40.33,03,"Partial Viaduct, Hwy 162 at MP 40.33",OR 22 (HWY 162),PARTIAL VIADUCT,34.20,1947,442.29,R2,2 Concrete Continuous,01 Slab
07965A,3,Retrofit,44.74665,-122.27611,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,40.47,03,"Sardine Creek, Hwy 162",OR 22 (HWY 162),SARDINE CREEK,46.65,1967,100.00,R2,2 Concrete Continuous,01 Slab
07817,3,Rehab+,44.72265,-122.24667,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,42.89,03,"Slide Viaduct, Hwy 162 at MP 42.88",OR 22 (HWY 162),SLIDE VIADUCT,34.20,1954,105.00,R2,2 Concrete Continuous,04 Tee Beam
07295,3,Reconstruct,44.72197,-122.1875,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,47.69,03,"Tumble Creek, Hwy 162",OR 22 (HWY 162),TUMBLE CREEK,46.65,1949,130.00,R2,2 Concrete Continuous,04 Tee Beam
07017,3,Reconstruct,44.73984,-122.155,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,49.84,03,"Breitenbush River, Hwy 162",OR 22 (HWY 162),BREITENBUSH RIVER,46.65,1949,440.49,R2,4 Steel Continuous,02 Stringer/Girder
05978,3,Reconstruct,44.70437,-122.09028,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,54.09,03,"Boulder Creek, Hwy 162",OR 22 (HWY 162),BOULDER CREEK,46.65,1932,90.00,R2,1 Concrete,04 Tee Beam
06806,3,Reconstruct,44.62718,-121.94194,DS2,Potentially Seismically Vulnerable,162,North Santiam Hwy,65.48,03,"Minto Creek, Hwy 162 at MP 65.48",OR 22 (HWY 162),MINTO CREEK,46.65,1934,62.30,R2,2 Concrete Continuous,04 Tee Beam
08911A,3,Retrofit,45.40748,-122.57111,DS4,Seismically Vulnerable,171,Clackamas Hwy,4.91,22,Hwy 171 over Hwy 64 (Clackamas Intchg),OR 224 (HWY 171),I-205 (HWY 064),5.85,1962,238.83,R1,5 Prestressed Concrete,02 Stringer/Girder
07867A,3,Retrofit,45.4074,-122.56583,DS4,Seismically Vulnerable,171,Clackamas Hwy,5.2,22,Hwy 171 over UPRR Mainline,OR 224 (HWY 171),UPRR,28.15,1984,236.00,R1,5 Prestressed Concrete,01 Slab
01439B,3,Retrofit,45.40969,-122.50639,DS4,Seismically Vulnerable,171,Clackamas Hwy,8.13,22,"Rock Creek, Hwy 171",OR 224 (HWY 171),ROCK CREEK,5.19,1985,193.19,R1,5 Prestressed Concrete,02 Stringer/Girder
13492,3,Retrofit,45.43266,-122.34333,DS4,Seismically Vulnerable,174,Clackamas-Boring Hwy,8.47,23,Hwy 174 over Hwy 26,OR 212 (HWY 174),HWY 26,7.40,1973,349.00,R1,5 Prestressed Concrete,02 Stringer/Girder
04267A,4,Retrofit,44.56408,-123.20944,DS5,Seismically Vulnerable,210,Corvallis-Lebanon Hwy,2.45,04,"Owl Creek, Hwy 210",OR 34 (HWY 210),OWL CREEK,4.19,1965,120.00,R2,5 Prestressed Concrete,01 Slab
12205B,4,Retrofit,44.56534,-123.14889,DS2,Potentially Seismically Vulnerable,210,Corvallis-Lebanon Hwy,5.51,04,"Calapooia River, Hwy 210",OR 34 (HWY 210),CALAPOOIA RIVER,4.19,1971,345.00,R2,2 Concrete Continuous,01 Slab
09413,4,Retrofit,44.5625,-123.14333,DS2,Potentially Seismically Vulnerable,210,Corvallis-Lebanon Hwy,5.85,04,"Calapooia Oflow, Hwy 210 at MP 5.85",OR 34 (HWY 210),CALAPOOIA OFLOW,4.19,1971,170.00,R2,2 Concrete Continuous,01 Slab
