incident,product,year,railroad,product_name,damages,gallons
I-2005070667,UN1830,2004,W. R. GRACE & CO.,SULFURIC ACID WITH MORE THAN 51 PERCENT ACID,283188,2971.0
I-2005070721,UN1805,2005,DOTHAN BNSF INC,PHOSPHORIC ACID SOLUTION,241000,10000.0
I-2005070721,UN1814,2005,DOTHAN BNSF INC,POTASSIUM HYDROXIDE  SOLUTION,241000,4600.0
I-2005100348,UN2055,2005,THE INDIANA & OHIO RAIL CORP,STYRENE MONOMER  STABILIZED,0,2625.0
I-2005120301,UN1824,2005,CSX TRANSPORTATION  INC.,SODIUM HYDROXIDE  SOLUTION,1165750,5000.0
I-2005120302,UN1077,2005,UNION PACIFIC RAILROAD COMPANY INC,PROPYLENE,26542,22736.0
I-2006020315,UN1830,2006,CSX TRANSPORTATION  INC.,SULFURIC ACID WITH MORE THAN 51 PERCENT ACID,75000,13000.0
I-2006050263,UN1208,2006,SOUTH HAMPTON RESOURCES  INC.,HEXANES,6500,1468.0
I-2006050365,UN1268,2006,THE LUBRIZOL CORPORATION,PETROLEUM DISTILLATES  N.O.S. OR PETROLEUM PRODUCTS  N.O.S.,5000,1453.0
I-2006050554,UN1268,2006,CSX TRANSPORTATION  INC.,PETROLEUM DISTILLATES  N.O.S. OR PETROLEUM PRODUCTS  N.O.S.,145000,9000.0
I-2006060312,UN2187,2006,NORFOLK SOUTHERN RAILWAY COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,4000,1250.0
I-2006071420,UN1987,2006,MONTANA RAIL LINK  INC.,ALCOHOLS  N.O.S.,414858,13063.0
I-2006080314,UN1824,2006,NORFOLK SOUTHERN RAILWAY COMPANY,SODIUM HYDROXIDE  SOLUTION,1401000,42000.0
I-2006080987,UN1830,2006,WEYERHAUSER COLUMBUS PULP AND PAER COMPLEX,SULFURIC ACID,2400,5400.0
I-2006081087,UN3082,2006,CSX TRANSPORTATION  INC.,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,80000,6000.0
I-2006100386,UN1805,2006,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,200000,24375.0
I-2006101339,NA2072,2006,UNION PACIFIC RAILROAD COMPANY INC,AMMONIUM NITRATE FERTILIZERS,2000,4000.0
I-2006101454,NA1987,2005,WATCO COMPANIES  INC.,DENATURED ALCOHOL,320577,22000.0
I-2006101629,UN1090,2005,WHEELING CORPORATION,ACETONE,776340,4748.0
I-2006101674,UN2491,2006,BNSF RAILWAY COMPANY,ETHANOLAMINE OR ETHANOLAMINE SOLUTIONS,420000,20840.0
I-2006110984,UN1987,2006,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,34304720,485278.0
I-2007010046,UN1824,2006,UNION PACIFIC RAILROAD COMPANY INC,SODIUM HYDROXIDE  SOLUTION,12816,1010.0
I-2007010077,UN1824,2006,NORFOLK SOUTHERN RAILWAY COMPANY,SODIUM HYDROXIDE  SOLUTION,4000,16565.375
I-2007010319,UN1987,2006,DAKOTA  MINNESOTA & EASTERN RAILROAD CORPORATION,ALCOHOLS  N.O.S.,436369,24877.0
I-2007010790,UN1230,2007,CSX TRANSPORTATION  INC.,METHANOL,171202,18871.0
I-2007020351,UN2187,2007,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,0,6250.0
I-2007020665,UN1145,2007,CSX TRANSPORTATION  INC.,CYCLOHEXANE,2534066,14427.0
I-2007020665,UN1193,2007,CSX TRANSPORTATION  INC.,METHYL ETHYL KETONE,1267033,27758.0
I-2007020665,UN3082,2007,CSX TRANSPORTATION  INC.,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,2534066,27017.0
I-2007020671,UN1123,2007,CSX TRANSPORTATION  INC.,BUTYL ACETATES,3015000,29000.0
I-2007030167,UN2187,2007,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,0,10000.0
I-2007030210,UN1987,2007,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,92040,23770.0
I-2007040705,UN1951,2007,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),704,7000.0
I-2007050468,UN2031,2005,REGIONAL ENTERPRISES  INC.,NITRIC ACID OTHER THAN RED FUMING  WITH MORE THAN 70 PERCENT NITRIC ACID,410081,4500.0
I-2007060767,UN1760,2007,NUSTAR ENERGY L.P.,CORROSIVE LIQUIDS  N.O.S.,57875,5000.0
I-2007081186,UN1987,2007,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLS  N.O.S.,2035200,29357.0
I-2007091120,UN2187,2007,EPCO CARBON DIOXIDE PRD.,CARBON DIOXIDE  REFRIGERATED LIQUID,1170,4500.0
I-2008050632,UN1789,2008,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,282472,35200.0
I-2008050632,UN1805,2008,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,282472,8020.0
I-2008070091,UN1789,2008,BNSF RAILWAY COMPANY,HYDROCHLORIC ACID  SOLUTION,805000,11750.0
I-2008080302,UN2693,2008,CHEMTRADE REFINERY SERVICES INC.,BISULFITES  AQUEOUS SOLUTIONS  N.O.S.,71000,1900.0
I-2009050436,UN1789,2009,FLORIDA EAST COAST RAILWAY LLC,HYDROCHLORIC ACID  SOLUTION,2821000,16800.0
I-2009060254,UN1789,2009,FLORIDA EAST COAST RAILWAY LLC,HYDROCHLORIC ACID  SOLUTION,4135000,16800.0
I-2009100065,UN1987,2009,GULF & OHIO NATIONAL  INC.,ALCOHOLS  N.O.S.,242000,8204.0
I-2010010576,UN2313,2009,BNSF RAILWAY COMPANY,PICOLINES,113000,1780.0
I-2010040364,UN3257,2009,FLOW POLYMERS,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),147000,21977.625
I-2011030121,UN1830,2011,MANLY TERMINAL  LLC,SULFURIC ACID WITH MORE THAN 51 PERCENT ACID,210000,24107.5
I-2011070317,NA1987,2011,WILLAMETTE & PACIFIC RAILROAD  INC,DENATURED ALCOHOL,1020557,28000.0
I-2011090517,UN1075,2011,UNION PACIFIC RAILROAD COMPANY INC,LIQUEFIED PETROLEUM GAS,47352,29337.0
I-2012020390,UN1987,2011,IOWA INTERSTATE RAILROAD  LTD.,ALCOHOLS  N.O.S.,5602282,190271.0
I-2012060157,UN1993,2012,SOO LINE CORPORATION,FLAMMABLE LIQUIDS  N.O.S.,2500,23050.327859999998
I-2012060540,UN1170,2012,INDIANA SOUTHERN RAILROAD  INC,ETHANOL SOLUTIONS,876000,16424.0
I-2012060540,UN1170,2012,INDIANA SOUTHERN RAILROAD  INC,ETHYL ALCOHOL SOLUTIONS,876000,23675.0
I-2012080237,UN1830,2012,SIMPLOT PHOSPHATES LLC,SULFURIC ACID,0,5625.0
I-2012080707,UN1760,2012,COPPER BASIN RAILWAY INC.,CORROSIVE LIQUIDS  N.O.S.,445157,20000.0
I-2012090041,UN3264,2012,UNION PACIFIC CORPORATION,CORROSIVE LIQUID  ACIDIC  INORGANIC  N.O.S.,0,5000.0
I-2012090078,UN1267,2012,VIRGIL WHITE OWL,CRUDE OIL  PETROLEUM,242100,1608.6
I-2012110473,UN2055,2012,PADUCAH & LOUISVILLE RAILWAY  INC.,STYRENE MONOMER  STABILIZED,4447071,1433.0
I-2013020367,NA1987,2013,BNSF RAILWAY COMPANY,DENATURED ALCOHOL,39061,3600.0
I-2013050416,NA1993,2013,COLEMAN OIL COMPANY,FUEL OIL (NO. 1  2  4  5  OR 6),404000,1300.0
I-2013070587,UN1805,2013,SIMPLOT PHOSPHATES LLC,PHOSPHORIC ACID SOLUTION,0,11781.25
I-2014030165,UN1791,2014,VERTEX CHEMICAL CORPORATION,HYPOCHLORITE SOLUTIONS,0,1700.0
I-2014030328,UN1830,2014,ARIZONA EASTERN RAILWAY COMPANY,SULFURIC ACID WITH MORE THAN 51 PERCENT ACID,0,13600.0
I-2014070177,UN1075,2014,SUNOCO  INC.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,50000,5000.0
I-2014120418,UN2672,2013,CROP PRODUCTION SERVICES  INC.,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,15997,20520.25
I-2015010259,UN1987,2014,THE BELT RAILWAY COMPANY OF CHICAGO,ALCOHOLS  N.O.S.,62872,4000.0
I-2015030272,UN1824,2014,WESTWAY FEED PRODUCTS LLC,SODIUM HYDROXIDE  SOLUTION,26747,4625.0
I-2015030516,UN1987,2015,CANADIAN PACIFIC RR,ALCOHOLS  N.O.S.,0,53180.00005
I-2015110114,UN1951,2015,AIR LIQUIDE AMERICA L.P.,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),13202,5805.0
I-2016030046,UN1268,2016,SOO LINE CORPORATION,PETROLEUM DISTILLATES  N.O.S. OR PETROLEUM PRODUCTS  N.O.S.,168000,5000.0
I-2016030197,UN2922,2015,THE LUBRIZOL CORPORATION,CORROSIVE LIQUIDS  TOXIC  N.O.S.,0,12989.0
X-2007040019,UN1789,2007,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,HYDROCHLORIC ACID  SOLUTION,1680044,18260.0
X-2007040019,UN1824,2007,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,SODIUM HYDROXIDE  SOLUTION,1680044,11930.0
X-2007040185,UN1075,2007,CSX TRANSPORTATION  INC.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,200000,124323.0
X-2007040185,UN1294,2007,CSX TRANSPORTATION  INC.,TOLUENE,50000,3181.0
X-2007040185,UN2582,2007,CSX TRANSPORTATION  INC.,FERRIC CHLORIDE  SOLUTION,50000,17000.0
X-2007060179,UN3257,2007,BNSF RAILWAY COMPANY,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),42000,18400.0
X-2007060368,UN1090,2007,CSX TRANSPORTATION  INC.,ACETONE,300000,22060.0
X-2007060368,UN2312,2007,CSX TRANSPORTATION  INC.,PHENOL  MOLTEN,600000,20935.0
X-2007070273,NA1993,2007,BNSF RAILWAY COMPANY,FUEL OIL (NO. 1  2  4  5  OR 6),9900,1500.0
X-2007110005,UN1987,2007,CSX TRANSPORTATION  INC.,ALCOHOLS  N.O.S.,54662400,55200.0
X-2007110005,UN3257,2007,CSX TRANSPORTATION  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),13665600,10000.0
X-2007110168,UN1134,2007,BNSF RAILWAY COMPANY,CHLOROBENZOL,560000,3300.0
X-2007110410,UN1789,2007,BNSF RAILWAY COMPANY,HYDROCHLORIC ACID  SOLUTION,230000,24500.0
X-2007120113,UN2187,2007,BNSF RAILWAY COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,1400,2500.0
X-2008010001,UN1824,2007,ILLINOIS CENTRAL RAILROAD COMPANY,SODIUM HYDROXIDE  SOLUTION,16000,1200.0
X-2008010002,UN1987,2007,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,53000,23674.0
X-2008040313,UN3082,2008,BNSF RAILWAY COMPANY,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,90000,22507.4544
X-2008050016,UN1805,2008,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,20000,1136.0
X-2008070124,UN1814,2008,BNSF RAILWAY COMPANY,POTASSIUM HYDROXIDE  SOLUTION,400000,8000.0
X-2008080322,UN2054,2008,CSX TRANSPORTATION  INC.,MORPHOLINE,12000,1800.0
X-2008090184,UN1987,2008,CSX TRANSPORTATION  INC.,ALCOHOLS  N.O.S.,961000,12447.0
X-2008090345,UN1267,2008,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,1599500,80746.0
X-2008110283,NA1993,2008,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL  DIESEL,2041000,12000.0
X-2008110283,NA1993,2008,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL  NO. 1  2  4  5  OR 6,2041000,12000.0
X-2009010145,UN1230,2008,BNSF RAILWAY COMPANY,METHANOL,105280,6000.0
X-2009040018,NA2448,2009,UNION PACIFIC RAILROAD COMPANY INC,SULFUR  MOLTEN,427200,1500.0
X-2009050454,UN1824,2009,NORFOLK SOUTHERN RAILWAY COMPANY,SODIUM HYDROXIDE  SOLUTION,37000,6200.0
X-2009070185,UN1987,2009,C C P RAILROAD HOLDING INC,ALCOHOLS  N.O.S.,40500000,323963.00005200005
X-2009070216,UN1993,2009,UNION PACIFIC RAILROAD COMPANY INC,FLAMMABLE LIQUIDS  N.O.S.,972000,17325.0
X-2010030153,UN3257,2010,BNSF RAILWAY COMPANY,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),23800,4375.0
X-2010030179,UN1987,2010,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,704000,24175.0
X-2010030274,UN1170,2010,UNION PACIFIC RAILROAD COMPANY INC,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,65000,22493.0
X-2010040264,UN1987,2010,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,580500,57618.0
X-2010060403,UN1219,2010,NORFOLK SOUTHERN RAILWAY COMPANY,ISOPROPANOL OR ISOPROPYL ALCOHOL,2000,18098.0
X-2010060403,UN3082,2010,NORFOLK SOUTHERN RAILWAY COMPANY,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,3000,19463.0
X-2010070104,UN1075,2010,BNSF RAILWAY COMPANY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,65000,12900.0
X-2010070128,UN3065,2010,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLIC BEVERAGES,100000,12098.0
X-2010080100,UN1206,2010,BNSF RAILWAY COMPANY,HEPTANES,2630000,16250.0
X-2010080173,NA1993,2009,UNION PACIFIC RAILROAD COMPANY INC,DIESEL FUEL,11000,1700.0
X-2010100261,UN1830,2010,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,2352,25675.0
X-2010110345,UN1267,2010,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,49200,4800.0
X-2010120048,UN1987,2010,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,31000,9200.0
X-2010120120,UN1193,2010,NORFOLK SOUTHERN RAILWAY COMPANY,ETHYL METHYL KETONE OR METHYL ETHYL KETONE,210000,22046.25
X-2010120120,UN1824,2010,NORFOLK SOUTHERN RAILWAY COMPANY,SODIUM HYDROXIDE  SOLUTION,420000,6918.0
X-2011010060,UN1987,2010,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,80000,27200.0
X-2011010148,UN2187,2010,ILLINOIS CENTRAL RAILROAD COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,15000,14631.0
X-2011030055,UN1987,2011,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,5997120,863555.0
X-2011060303,UN1789,2011,BNSF RAILWAY COMPANY,HYDROCHLORIC ACID  SOLUTION,90800,1600.0
X-2011070014,UN1038,2011,UNION PACIFIC RAILROAD COMPANY INC,ETHYLENE  REFRIGERATED LIQUID (CRYOGENIC LIQUID),630765,44306.25
X-2011080022,UN1987,2011,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLS  N.O.S.,50000,2437.5
X-2011100254,UN1265,2011,BNSF RAILWAY COMPANY,PENTANES,1136650,28235.0
X-2011120034,UN1987,2011,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,69000,14500.0
X-2011120205,UN1805,2011,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,220000,15187.5
X-2012010181,UN1830,2012,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,368000,12172.0
X-2012040204,UN3082,2012,UNION PACIFIC RAILROAD COMPANY INC,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,45000,3005.0
X-2012050060,UN1951,2012,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),1584,6139.5
X-2012070124,UN1993,2012,CSX TRANSPORTATION  INC.,FLAMMABLE LIQUIDS  N.O.S.,368000,22022.0
X-2012070261,UN1230,2012,UNION PACIFIC RAILROAD COMPANY INC,METHANOL,500000,22500.0
X-2012080008,UN1987,2012,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,4885329,53047.0
X-2012080055,UN3257,2012,CSX TRANSPORTATION  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),12000,2000.0
X-2012090004,UN1987,2012,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,2366400,231417.75
X-2012100149,UN1951,2012,CSX TRANSPORTATION  INC.,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),12000,2292.0
X-2012100265,NA1993,2012,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL (NO. 1  2  4  5  OR 6),105000,7100.0
X-2012120057,UN1075,2012,BNSF RAILWAY COMPANY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,111000,7000.0
X-2013010169,UN1093,2012,ILLINOIS CENTRAL RAILROAD COMPANY,ACRYLONITRILE  STABILIZED,1246700,29245.0
X-2013010194,UN1987,2012,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,623400,16000.0
X-2013030149,UN1987,2013,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,42700,15385.0
X-2013040068,UN3463,2013,CSX TRANSPORTATION  INC.,PROPIONIC ACID WITH NOT LESS THAN 90% ACID BY MASS,508912,1114.0
X-2013050098,UN1267,2013,SOO LINE CORPORATION,PETROLEUM CRUDE OIL,200000,10000.0
X-2013050283,UN1267,2013,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,22250,4481.0
X-2013080206,UN1987,2013,CSX TRANSPORTATION  INC.,ALCOHOLS  N.O.S.,1260000,4580.0
X-2013090015,UN3082,2013,UNION PACIFIC RAILROAD COMPANY INC,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,2850000,14252.5
X-2013090015,UN3266,2013,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUID  BASIC  INORGANIC  N.O.S.,2850000,16312.5
X-2013120200,UN2055,2013,CSX TRANSPORTATION  INC.,STYRENE MONOMER  STABILIZED,10671818,13251.0
X-2014010165,UN1987,2014,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLS  N.O.S.,16000,9700.0
X-2014010233,UN3257,2013,NORFOLK SOUTHERN RAILWAY COMPANY,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),14251250,81848.00000899998
X-2014010238,UN1267,2013,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,41133600,474936.0
X-2014020009,UN1267,2014,SOO LINE CORPORATION,PETROLEUM CRUDE OIL,2500,7500.0
X-2014020116,UN1805,2014,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,27000000,26540.0
X-2014020292,NA1993,2014,ILLINOIS CENTRAL RAILROAD COMPANY,COMBUSTIBLE LIQUID  N.O.S.,12719250,50350.0
X-2014030227,UN1267,2014,NORFOLK SOUTHERN RAILWAY COMPANY,PETROLEUM CRUDE OIL,86321427,9800.0
X-2014050225,UN1267,2014,CSX TRANSPORTATION  INC.,PETROLEUM CRUDE OIL,4560000,29417.0
X-2014060022,NA2448,2014,CSX TRANSPORTATION  INC.,SULFUR  MOLTEN,10000,8000.0
X-2014060096,UN1267,2014,UNION PACIFIC RAILROAD COMPANY INC,PETROLEUM CRUDE OIL,298628,7932.0
X-2014070406,UN3082,2014,UNION PACIFIC RAILROAD COMPANY INC,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,75000,3750.0
X-2014100027,UN3065,2014,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLIC BEVERAGES,344904,14375.0
X-2014120089,UN1951,2014,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),437664,47232.5
X-2014120157,UN1267,2014,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,5300,1611.0
X-2015020127,UN1789,2015,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID,795647,19249.0
X-2015030156,UN1267,2015,CSX TRANSPORTATION  INC.,PETROLEUM CRUDE OIL,469131200,362349.0
X-2015040049,UN1267,2015,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,55174000,110543.0
X-2015040284,UN2265,2015,BNSF RAILWAY COMPANY,N N-DIMETHYLFORMAMIDE,126000,2000.0
X-2015050050,UN2048,2015,ILLINOIS CENTRAL RAILROAD COMPANY,DICYCLOPENTADIENE,137476,18000.0
X-2015050349,UN1789,2015,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID,10032,1074.375
X-2015050385,UN1267,2015,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,3714500,98090.0
X-2015060279,UN3295,2015,BNSF RAILWAY COMPANY,HYDROCARBONS  LIQUID  N.O.S.,156842,3575.0
X-2015070366,UN1093,2015,CSX TRANSPORTATION  INC.,ACRYLONITRILE  STABILIZED,7703665,24710.0
X-2015070427,UN2922,2015,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUIDS  TOXIC  N.O.S.,120000,10900.0
X-2015080186,UN1267,2015,BNSF RAILWAY COMPANY,PETROLEUM CRUDE OIL,2560440,26449.0
X-2015090005,UN1987,2015,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLS  N.O.S.,29592,7800.0
X-2015090223,UN2187,2015,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,5000,6700.0
X-2015100212,UN1987,2015,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,4856010,49748.0
X-2015120077,UN1987,2015,BNSF RAILWAY COMPANY,ALCOHOLS  N.O.S.,6589150,20413.0
X-2015120210,UN1951,2015,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),60408,25012.5
X-2016030370,UN1987,2016,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLS  N.O.S.,902000,1526.0
X-2016030379,UN2187,2016,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,5000,8750.0
X-2016060107,UN3163,2016,UNION PACIFIC RAILROAD COMPANY INC,LIQUEFIED GAS  N.O.S.,28292,4133.625
